10000075	2006	0.6696	1.7645	2.3932	2.907	1.196
10000076	1645	-0.0602	0.4188	0.7726	1.779	-0.206
10000078	2016	-1.1097	0.4577	0.7278	1.2955	-1.01
10000079	1619	0.646	0.9117	1.2261	1.6228	-0.006
10000081	2003	0.7862	1.6773	2.6082	2.4987	0.4064
10000082	1840	-1.1563	0.1752	0.6417	9999	1.053
10000084	1067	1.201	1.9483	2.6564	3.4564	0.6366
10000088	1132	0.7726	1.9387	3	3.1778	1.563
10000089	1666	1.3496	2.4059	2.7816	2.9743	1.107
10000090	1457	0.9109	9999	9999	9999	-0.107
10000091	1266	-0.9477	0.0552	0.9044	1.9603	9999
10000092	2308	1.0463	1.4012	2.4852	2.8876	1.965
10000093	1184	0.8309	2.0254	2.6709	3.018	1.278
10000095	2045	0.8953	2.0557	2.0711	2.8154	0.6438
10000098	1547	-0.1682	2.0073	2.5691	2.3536	9999
10000099	2180	-0.7018	0.9838	1.7982	2.2553	-0.926
10000100	1062	0.0351	1.0706	1.6848	9999	0.6808
10000103	1946	0.253	1.3177	9999	9999	9999
10000105	2289	-0.0476	1.049	1.6949	2.2464	0.239
10000106	2018	0.1625	1.4995	1.8668	2.1689	-0.649
10000110	1815	0.7757	2.4554	2.0547	2.2734	-0.161
10000112	1684	0.1958	0.913	2.163	2.2183	1.415
10000113	1438	1.5964	2.401	2.7785	3.8282	1.081
10000114	1675	0.168	0.9762	1.8406	2.0319	9999
10000116	1325	-0.1152	2.4357	2.6339	2.8694	0.4754
10000117	1263	-0.0754	1.2156	1.8186	1.9317	-0.224
10000118	1172	1.2855	2.4919	2.3433	3.1411	1.015
10000120	1862	0.2063	1.3705	2.0811	2.2754	1.227
10000121	1708	0.424	1.6051	2.206	2.4858	-0.34
10000122	1021	0.2131	1.4566	1.7468	2.2228	-1.05
10000126	1579	1.2806	2.0027	2.8588	4.0073	-0.476
10000127	1369	-1.2036	-0.1913	1.0659	1.0729	-1.62
10000128	1442	1.3987	2.5069	2.5871	3.1322	1.297
10000129	1756	1.9039	3.6218	3.2265	3.4183	1.825
10000131	2128	9999	2.3418	2.6494	2.8779	0.2251
10000132	1945	1.2279	2.4941	2.958	3.2014	1.298
10000133	2233	-0.0921	1.3529	1.9892	3.0592	0.0347
10000135	1687	1.0766	2.3078	3.5429	3.1127	9999
10000136	2073	0.8859	2.4489	3.1139	3.3066	-0.256
10000137	1263	1.315	2.2244	2.3689	2.9114	-0.265
10000141	1519	0.4924	2.2722	2.7071	2.7236	1.614
10000143	1414	0.7034	1.3636	1.7896	2.1966	-0.211
10000146	1424	0.2165	0.903	1.3802	3.0415	0.2644
10000148	1823	1.1059	1.83	2.6227	3.9568	1.257
10000149	2255	0.2977	1.553	1.6654	9999	9999
10000150	2215	-0.0907	9999	9999	9999	-0.336
10000153	1142	0.4847	1.1982	2.449	3.2433	0.4634
10000155	2067	9999	9999	9999	9999	-0.207
10000157	2287	0.2864	1.3087	1.8996	1.9843	0.1279
10000158	1739	0.3275	1.4854	1.9679	2.9293	0.4834
10000159	1574	2.1985	2.4234	2.3909	3.053	-0.949
10000160	1085	1.3828	2.3663	2.9536	2.9872	1.726
10000162	1334	-0.9951	0.6842	1.6579	2.5029	-0.934
10000164	1320	0.9792	1.3959	2.8595	2.8317	0.0355
10000166	1494	1.2904	2.2017	2.6065	2.5234	-0.689
10000168	2297	1.1602	2.2167	2.5195	3.1903	0.0882
10000170	1319	0.0442	1.1958	2.1185	2.2475	-2.33
10000172	2066	0.8426	1.6853	2.2059	2.3452	1.706
10000173	2163	0.2803	1.5688	1.8985	2.4219	1.316
10000174	2300	0.6163	1.7663	2.1626	3.226	-1.1
10000175	1212	0.9719	2.8871	2.8597	3.56	-0.705
10000176	1276	-0.0024	0.5125	1.4977	2.5315	-0.161
10000181	2279	1.319	2.4667	2.437	3.0515	1.194
10000183	1651	9999	9999	9999	9999	-0.507
10000185	1176	-1.7268	-0.6211	0.3499	0.868	-0.561
10000186	1407	0.8484	2.0578	2.6257	3.6211	-0.739
10000188	1872	1.7007	2.0989	2.6176	2.8963	0.6324
10000189	1056	0.5279	1.692	2.0661	2.1495	-1.26
10000190	2255	0.1997	1.2062	2.0187	2.5637	1.472
10000194	1106	1.2152	2.3734	2.9214	4.1899	1.343
10000195	2028	9999	9999	9999	9999	0.5736
10000196	2145	0.285	0.9822	1.7307	2.1372	-0.426
10000198	1087	-0.2175	0.3159	1.6593	9999	-0.761
10000199	9997	9999	9999	9999	9999	9999
10000202	2032	0.04	0.7487	2.4693	3.0109	1.207
10000203	1185	0.0754	1.4762	2.253	2.927	9999
10000205	2255	0.7594	1.4115	2.481	3.362	1.881
10000206	9100	9999	9999	9999	9999	-0.085
10000207	1900	1.4698	1.8848	2.3086	2.9928	9999
10000208	1876	-2.0177	-0.718	0.4877	1.2994	-0.508
10000209	1868	1.192	2.4587	2.0574	2.5188	9999
10000210	1932	0.3173	1.2532	2.1968	2.9248	-1.1
10000212	1305	0.9147	1.7412	2.5372	3.176	1.1
10000213	2106	0.8848	2.2162	2.8243	2.4639	0.459
10000214	1016	0.56	1.4839	2.3212	2.531	0.8916
10000215	1787	0.2801	1.8469	2.3452	2.7252	0.0269
10000216	1388	0.958	1.6723	2.2998	3.1633	9999
10000218	1379	1.4341	2.6796	3.2519	3.2253	0.7649
10000221	1787	0.9984	2.3158	2.9627	3.2367	0.8412
10000228	2136	-1.1487	-0.1772	0.7467	1.2005	-1.17
10000230	1016	0.7261	1.4284	2.2458	2.8114	1.335
10000231	1553	-0.1291	0.7531	1.5086	2.0281	0.0927
10000232	2276	0.892	1.3687	3.1769	3.719	0.716
10000233	2281	0.5739	1.5509	2.039	2.1332	-0.939
10000234	2214	0.892	1.9436	2.706	2.4734	-0.164
10000235	1533	9999	9999	2.5278	2.944	1.542
10000236	1050	0.2977	1.6546	2.4787	3.1706	9999
10000237	1424	0.1805	1.6601	2.5241	2.9583	1.047
10000238	1535	0.3005	1.3137	2.1518	2.5446	-0.849
10000239	1891	2.382	3.0556	3.3278	3.1241	0.1766
10000241	1797	2.155	3.1467	3.2838	3.9954	0.423
10000242	2304	-0.6904	0.9312	2.0618	2.0307	9999
10000243	1858	0.0863	1.5976	2.7299	2.9823	-0.023
10000247	1537	-0.4331	0.9595	1.8397	1.9609	-0.236
10000248	1906	1.3007	2.313	2.5009	2.9402	-0.626
10000250	1187	-1.6962	-0.4369	-0.105	9999	-0.606
10000251	2032	-0.5616	0.7465	1.9936	2.1442	0.4979
10000252	1680	1.2249	2.0567	2.2977	3.132	1.021
10000254	2015	0.5265	1.3208	2.0792	2.563	0.7052
10000257	1194	1.5012	2.6202	3.3815	3.1517	-0.435
10000260	1818	0.9699	2.3434	2.9392	3.7123	-0.043
10000261	1789	0.7026	1.6441	1.9328	2.1226	0.0069
10000262	1615	0.3117	1.784	2.9225	3.4546	0.6481
10000263	1821	1.087	2.2101	2.5212	3.5185	0.0298
10000264	1557	0.0048	1.619	2.4877	2.7348	-0.912
10000265	1209	9999	2.186	2.7099	2.4535	0.7367
10000266	2198	1.1469	2.5442	2.054	3.1778	-0.994
10000269	1578	0.7228	1.9942	2.1918	2.907	0.877
10000270	1148	0.0796	1.0214	1.8873	2.3393	9999
10000273	1085	1.2904	2.0236	2.2076	2.4728	-0.059
10000275	2008	9999	9999	9999	9999	-0.261
10000276	1533	1.2778	2.5772	3.253	3.3294	0.6029
10000277	1035	1.1771	2.0674	2.174	2.2933	0.8692
10000280	2083	0.4384	2.4806	3.3571	3.235	1.046
10000281	1066	0.7043	1.3342	2.5403	2.8904	-0.565
10000282	1555	0.5544	0.6856	1.2439	2.0083	-0.884
10000283	2154	1.2756	2.2553	2.7009	3.4474	0.2887
10000284	2288	0.6991	2.3797	2.6385	3.2871	-0.368
10000285	2050	0.494	1.1372	1.7417	1.9558	-1.06
10000286	2163	0.7796	2.547	2.977	3.8611	1.67
10000287	1438	-0.6565	1.1994	1.6942	2.1689	-0.515
10000289	1163	-0.2362	1.8395	2.4862	3.0667	-1.26
10000290	2195	0.552	1.8451	2.3263	2.4436	-0.655
10000291	1023	0.7594	1.7435	2.2165	2.9744	0.4108
10000292	2289	0.4414	1.2913	1.9089	2.4676	-0.298
10000293	1370	0.2355	1.9406	2.0997	2.8159	1.078
10000294	1979	-0.4845	9999	9999	9999	-1
10000295	1332	0.2366	0.8796	1.0527	1.796	-0.983
10000300	1735	-1.2741	0.0821	1.0018	1.0624	0.3655
10000301	1566	0.867	1.9102	1.9643	2.8766	1.409
10000303	2089	0.4238	1.7696	2.4985	2.682	-0.825
10000304	2278	0.9339	2.5182	2.4552	2.8097	-0.301
10000307	1702	0.4486	1.7219	2.2173	2.9714	-0.399
10000308	9997	9999	9999	9999	9999	9999
10000309	1619	0.7535	1.4341	2.2588	3.2573	0.5551
10000310	9997	9999	9999	9999	9999	-0.164
10000311	2165	0.6559	1.0415	1.9164	2.3075	-0.477
10000312	1155	0.8589	2.4103	2.9133	3.1511	-0.488
10000315	1587	1.0675	1.9338	2.2711	2.7284	1.542
10000319	2107	0.882	2.1157	2.6424	3.6914	0.028
10000321	1684	1.1946	1.9354	9999	9999	-0.787
10000322	1199	-0.2533	1.7122	2.2135	2.5334	0.9771
10000323	1088	1.2213	2.6168	2.7146	3.9892	0.1207
10000326	1724	0.9126	1.1842	2.3031	2.7462	-0.073
10000328	1444	1.0327	2.2999	2.7944	3.0713	-0.764
10000331	2098	0.8168	1.5303	1.8238	2.0637	9999
10000336	1041	1.8821	2.1947	2.9225	3.0837	0.0473
10000338	2102	9999	9999	9999	9999	-0.632
10000339	9997	9999	9999	9999	9999	9999
10000340	9997	9999	9999	9999	9999	-0.361
10000341	1400	1.4106	1.9794	2.717	2.5903	-0.128
10000342	2207	-0.3005	0.8611	1.7614	2.0722	9999
10000343	1119	1.469	2.2928	2.9796	2.8509	0.6816
10000344	2095	0.4569	1.6202	2.3284	2.8747	1.13
10000348	1570	-0.3439	1.5645	2.0511	2.4535	-0.555
10000350	1335	0.6552	1.288	1.9396	2.0025	9999
10000352	1584	0.5219	1.3378	1.8375	2.7713	-1.78
10000354	1379	0.6342	1.8114	2.1848	2.7047	-0.628
10000355	1832	1.0664	1.7419	2.6968	2.8909	9999
10000357	2091	0.6807	1.5102	1.837	2.2961	1.296
10000359	1119	1.7906	3.4116	3.4159	3.8959	-1.02
10000360	1939	1.0022	1.9781	2.1969	3.0615	-0.194
10000361	1631	0.4268	1.5426	1.7548	2.5457	-1.13
10000362	1702	-0.0686	1.491	2.1427	2.6609	9999
10000363	2208	9999	1.3917	9999	9999	1.194
10000368	2289	0.6834	2.106	2.3935	2.78	1.566
10000372	2082	-0.468	1.0111	1.6128	2.0331	0.1418
10000374	1266	0.6792	1.747	1.8101	2.885	-0.155
10000375	1329	0.0748	1.1332	1.993	2.1298	9999
10000376	2202	0.3206	1.3405	2.005	2.1306	9999
10000377	1357	-0.0732	1.3865	2.647	2.965	0.4521
10000378	1878	0.4171	2.1293	2.7151	3.5186	-0.023
10000379	1171	-2.6574	0.2666	1.5381	2.0588	-0.582
10000380	2284	1.2568	2.4373	3.1293	2.9428	9999
10000381	1877	-0.1202	1.0774	1.4239	2.1242	-0.909
10000384	1208	-0.4924	1.3652	1.9717	2.1196	-1.1
10000389	1545	9999	9999	9999	9999	0.8737
10000390	2311	0.1879	0.5943	1.7454	1.7015	-0.271
10000391	1348	0.1561	1.1347	1.6479	1.799	9999
10000392	1678	-0.32	1.1932	1.787	9999	0.628
10000394	1684	0.7268	1.8613	2.8638	3.4459	1.146
10000396	1595	0.8546	2.1133	2.5599	3.5338	9999
10000397	9997	9999	9999	9999	9999	-0.164
10000398	1446	0.2721	1.0483	1.7726	2.4706	0.6506
10000401	1006	-1.283	0.5591	0.7625	0.987	-1.1
10000405	1806	2.193	3.5262	3.7365	3.184	-0.45
10000410	1149	-0.1069	1.4416	2.1348	2.967	-1.04
10000411	2168	0.2001	0.7686	1.7549	2.0824	-0.758
10000412	1002	0.0054	1.2975	2.1926	2.2217	9999
10000414	1367	1.2694	2.3814	2.3751	2.6493	0.7559
10000415	2075	-0.4889	1.6984	2.9581	3.1617	1.014
10000416	1448	0.5096	2.3759	2.9614	3.682	0.4783
10000419	1393	1.5513	2.2126	2.6646	3.2517	-0.439
10000420	1214	0.2546	1.475	2.0113	2.3891	1.207
10000422	1407	0.7607	1.8395	2.9091	3.256	-0.696
10000423	2124	0.9614	1.9356	2.5604	3.0971	-0.75
10000425	1510	0.5861	1.272	1.5788	2.368	-0.179
10000429	1033	1.4086	1.9667	2.5436	2.8127	0.0742
10000432	1620	0.8462	1.7005	2.4396	3.7439	0.9535
10000434	1361	1.2213	1.8538	2.717	3.6593	-0.109
10000435	1169	0.6527	1.2266	2.3089	2.5592	0.179
10000437	1185	0.8897	2.0916	2.5974	2.7079	-0.825
10000439	1541	0.9911	1.8453	2.8776	2.9932	0.3971
10000440	1742	0.327	0.7249	1.9607	2.1346	-0.303
10000441	1293	1.3408	2.9174	2.8041	3.2014	-0.094
10000442	1869	0.4131	1.0443	1.7926	2.3443	-0.343
10000444	1990	0.8545	1.7378	2.9424	2.6916	-0.83
10000447	1297	0.6895	1.7377	2.3528	2.5323	-0.485
10000448	2074	-0.5389	0.5134	1.2964	1.9661	0.0794
10000449	2169	-0.0526	0.075	0.8624	1.324	-0.794
10000451	9995	9999	9999	9999	9999	9999
10000453	2226	0.7261	1.2548	2.2765	3.2635	9999
10000455	1893	0.6877	1.5722	2.3661	2.8273	0.1146
10000456	1525	1.3399	2.3459	2.9027	3.0415	9999
10000458	1788	0.333	1.7456	2.3374	2.7672	-1.03
10000460	9997	9999	9999	9999	9999	-0.562
10000462	2149	1.5429	2.1293	3.0109	3.4451	0.5318
10000463	1276	0.8312	1.2724	1.7906	2.591	9999
10000465	1989	1.2783	2.0714	2.4911	2.1703	-0.226
10000466	1183	0.4805	2.6816	2.6771	3.3931	0.4546
10000468	1015	-0.495	1.7936	2.4845	2.6773	1.1
10000472	1945	0.4356	1.5968	2.4191	3.074	0.3573
10000473	1702	-0.2267	1.0923	2.3689	2.7243	-0.001
10000476	1062	0.7898	2.1413	2.5065	2.9258	-0.159
10000477	1972	0.4847	2.3094	3.0198	3.0408	-0.145
10000478	1834	-0.9604	0.1655	1.5759	1.2646	-1.47
10000479	1687	-0.3936	0.8218	0.9965	1.5546	-0.848
10000483	1016	0.8726	1.8412	2.1181	2.6047	0.2566
10000484	1148	0.4984	2.4685	2.598	3.3572	1.04
10000485	2252	0.735	2.2223	2.6763	3.2302	0.5899
10000487	1088	1.0782	2.0574	2.7497	3.1706	1.165
10000488	1082	1.2464	2.1521	2.5174	3.4847	0.3993
10000489	2086	0.9509	1.0115	1.9217	2.0854	9999
10000491	1851	0.3465	2.9341	3.2087	4.3018	0.7511
10000492	1727	0.3212	1.3549	2.2346	2.2003	-0.562
10000493	1682	0.4497	1.731	1.6049	2.0003	9999
10000494	1345	-0.3297	1.2115	2.008	2.3672	-0.69
10000495	1877	0.3139	1.9324	2.2471	2.1608	-0.663
10000496	1755	0.0649	1.552	2.4396	2.7289	-0.782
10000497	1276	0.9803	2.03	1.7873	2.0886	0.2784
10000499	1238	1.5779	2.9106	3.4649	3.8396	0.7221
10000500	1483	0.8469	1.9983	2.2286	3.2253	0.0003
10000501	1376	9999	9999	9999	9999	0.124
10000502	1588	0.8578	1.3133	1.8703	2.2782	0.3381
10000503	1980	1.8575	3.3054	3.3227	3.3989	-0.605
10000504	2279	0.9809	1.836	2.1742	2.4683	1.194
10000505	1377	-0.3638	0.0971	0.9738	2.344	9999
10000507	1326	0.5205	1.6491	2.2365	2.4238	0.3388
10000509	2156	0.4503	1.3768	2.4026	2.897	0.6845
10000510	1216	0.6096	0.6289	2.4361	2.8725	1.477
10000511	1292	0.3085	1.2032	1.7075	1.7288	-0.673
10000512	1285	0.9521	1.996	2.2009	2.9048	-0.593
10000513	1655	0.6844	1.8492	2.1621	2.6953	9999
10000514	2188	0.6722	1.8641	2.3807	2.6036	-0.159
10000515	1307	1.1551	1.8807	2.4826	2.8105	0.2031
10000517	1991	-0.729	1.0928	1.8125	2.5047	-0.169
10000519	1564	0.8321	2.4659	3.3747	3.6311	0.8932
10000520	2294	-0.9283	-0.093	0.9023	1.1562	-0.464
10000521	1138	0.8126	2.722	3.0222	3.2521	0.0179
10000523	1699	1.3044	3.1586	3.3791	4.1172	-0.262
10000525	2052	1.9555	2.384	3.0449	4.0119	1.253
10000526	1333	0.416	0.6515	1.2667	1.5189	0.9924
10000527	2176	0.3079	0.31	1.0453	2.0319	-1.38
10000528	1683	1.0645	2.9838	3.3815	3.7348	0.6518
10000535	1829	-0.0118	0.9926	1.2566	1.9435	-0.501
10000537	1564	1.7054	2.5462	2.8489	3.6297	1.215
10000538	1793	-0.9675	0.3679	1.044	2.1559	-0.751
10000539	2115	0.6022	2.0716	2.6037	2.424	9999
10000541	1507	0.0603	2.016	2.7274	2.6373	0.7765
10000542	2050	-0.3989	1.3166	2.3675	9999	-0.857
10000544	1945	0.7505	1.5393	2.5984	2.9701	0.5552
10000546	1789	0.4234	1.0922	2.2056	2.2561	9999
10000549	9995	9999	9999	9999	9999	-0.825
10000553	1652	1.1477	1.6525	2.6111	2.6342	-0.943
10000555	1636	0.6113	2.2665	2.9812	2.616	-0.614
10000558	1250	0.7322	2.4862	2.7042	3.4016	9999
10000559	1187	0.85	1.8135	2.418	2.5823	1.614
10000561	1251	0.5586	1.6869	2.425	3.3528	0.3445
10000562	1677	2.4569	2.7623	3.2088	3.9525	1.238
10000564	2288	1.1366	2.6141	2.4615	3.0513	0.3727
10000567	1568	0.2677	1.636	9999	9999	0.5844
10000571	1490	0.2037	1.32	1.9872	2.0526	-0.305
10000573	2124	0.2248	1.2352	1.9024	2.3239	-0.861
10000575	2242	0.299	1.8395	2.2316	2.7156	-0.327
10000576	1062	-0.0751	0.7429	2.1365	2.2962	0.0572
10000577	2296	0.2054	0.9429	1.4219	1.9221	-1.06
10000579	2043	1.5939	3.0065	3.4766	4.1934	0.2295
10000581	1429	0.7659	1.8131	2.5296	2.6819	0.4812
10000582	2147	1.2615	2.3186	2.3233	2.9079	0.9258
10000583	1840	0.3025	1.8929	1.9038	2.2033	1.956
10000586	1925	0.7946	1.857	2.205	2.8536	-1.3
10000588	1057	0.0666	1.2538	1.72	2.3121	-0.18
10000589	1526	0.5141	1.761	2.2389	2.6579	0.0967
10000592	1470	0.9254	9999	9999	9999	0.1513
10000593	1041	1.134	1.0292	2.4135	2.8264	0.5082
10000594	1444	0.8962	1.8907	2.6305	3.0552	0.1731
10000595	2330	0.7747	1.4874	2.0617	2.6298	0.4866
10000596	1259	-0.2237	0.6976	0.7467	1.1255	-0.646
10000598	9995	9999	9999	9999	9999	9999
10000599	1982	1.2582	2.354	2.7745	3.0757	0.8844
10000600	1270	0.4703	1.5401	1.8377	1.7769	9999
10000603	2305	0.1059	0.7294	1.5884	2.9013	-0.396
10000604	1115	0.931	1.7981	2.299	2.6697	9999
10000606	1557	0.7193	1.6589	2.8737	2.9043	0.2665
10000607	1138	-0.2443	0.9755	1.5637	2.5956	-0.121
10000611	1700	0.5103	1.5585	1.9904	2.8094	9999
10000612	1941	0.2578	1.1195	1.6593	1.7624	-1.15
10000615	1681	-0.5293	0.2084	1.549	2.1019	-0.154
10000617	2126	0.4658	1.1516	2.0946	2.7919	-0.619
10000618	1348	0.2541	1.8912	1.8335	1.9256	-0.84
10000620	1543	0.4064	2.0512	2.0617	2.6878	1.082
10000621	1003	1.2968	2.1807	2.8209	3.1641	0.4979
10000623	1964	0.6237	1.8994	3.0946	2.936	-0.082
10000624	1727	-0.9879	1.3371	1.5396	1.8007	-1.12
10000625	2115	-0.451	1.0917	1.9201	2.7317	-0.507
10000626	1245	1.0051	1.9384	2.8876	3.4871	0.9579
10000631	1094	0.5775	1.5229	1.8759	2.0331	-0.263
10000635	1985	1.7345	9999	9999	9999	0.1508
10000637	2089	0.3614	1.4825	2.5323	2.5519	-0.69
10000640	1181	0.5485	1.6584	2.3009	2.96	-0.018
10000642	2015	0.8935	1.8464	2.9328	3.3653	0.8748
10000643	2259	0.7743	2.3615	3.06	3.069	1.884
10000644	1444	0.2532	1.1665	2.2887	2.7411	-0.5
10000646	2238	-1.8107	-0.2994	0.2056	0.5717	-1.14
10000647	2179	-0.1883	0.9932	1.6245	2.178	0.1826
10000648	1358	0.6931	2.0284	2.4968	3.3781	0.0448
10000649	1501	0.9634	2.5681	2.4117	3.2521	0.3616
10000651	2219	0.6842	1.2277	1.8471	2.372	-1.4
10000653	1728	9999	1.406	1.7271	2.3678	-1.34
10000655	1163	0.1714	2.0603	2.7798	3.0116	-0.538
10000656	2006	0.9213	2.2031	2.584	3.0424	0.5536
10000658	1549	9999	9999	9999	9999	9999
10000661	2059	0.5106	1.5512	2.2726	3.2171	-0.088
10000662	1579	0.8763	1.5935	2.1684	2.0661	-0.341
10000663	1867	0.7002	2.0065	2.5418	2.3725	-0.375
10000664	1297	0.5607	2.0422	2.381	2.2842	9999
10000665	1408	-0.1584	1.5723	2.8051	2.6728	-0.161
10000666	1780	0.5361	1.7829	2.6651	3.1214	-0.885
10000669	1544	0.3002	1.8692	2.3478	2.5198	-0.488
10000671	1642	0.8915	1.8769	3.1521	3.4529	0.7322
10000673	1832	0.076	1.0291	1.7055	1.7969	-0.616
10000675	1647	0.5352	1.3823	2.3105	9999	0.5773
10000676	1691	0.9603	2.1313	2.495	2.4777	0.9372
10000680	1903	0.4812	1.5762	2.0079	3.0476	0.4041
10000681	2269	0.3011	1.6763	2.3861	2.9225	-0.075
10000683	1021	0.1723	1.3447	1.8073	2.2611	9999
10000686	1563	0.345	1.37	2.5649	2.9068	0.046
10000687	1596	1.8081	2.6408	3.0843	3.0264	1.728
10000690	2163	1.5176	2.6863	3.1627	3.1609	-0.624
10000691	1537	0.0055	1.3469	1.8448	1.7093	0.5481
10000692	1142	0.9228	2.0982	2.4766	3.2109	-0.296
10000696	1704	-0.1256	1.0036	1.7746	2.1998	0.2624
10000701	1354	0.7754	1.5663	2.0091	2.515	-0.057
10000702	1778	1.4606	1.9549	2.678	2.9816	-0.328
10000703	1507	-0.494	1.1828	1.7601	2.3018	1.834
10000707	1878	0.3438	1.1678	1.7616	2.263	1.544
10000708	9997	9999	9999	9999	9999	9999
10000710	1506	-0.3219	1.5364	1.8125	2.441	-0.756
10000712	1209	2.3632	2.885	3.6059	3.768	0.4815
10000715	2052	1.2747	2.1479	2.8991	3.4261	1.124
10000716	2174	1.5161	2.3019	2.954	4.0808	-0.117
10000719	1302	1.6687	2.4208	3.0563	3.9589	1.371
10000720	1438	-1.128	0.2186	1.249	2.271	-0.58
10000722	1449	0.6598	1.1254	1.6923	2.5666	0.4268
10000724	2308	1.8619	2.6485	3.1894	3.1951	1.181
10000726	1671	0.5681	1.5062	2.253	2.2435	0.7402
10000727	1636	0.5745	2.6607	2.3414	2.7183	-0.591
10000729	1735	1.1417	2.2993	2.7191	2.9569	0.2262
10000731	1358	0.5083	1.6106	2.5926	3.1289	-0.505
10000732	1210	0.4059	1.6941	2.1767	3.6002	-0.447
10000733	1678	0.291	1.4125	1.9255	2.399	0.9663
10000734	1372	-0.1608	1.7497	2.3414	2.4266	1.207
10000735	1337	-0.5151	1.1413	1.4743	2.6437	0.1892
10000736	2132	1.6998	1.8956	2.1964	2.4827	9999
10000738	1012	-0.4669	-0.4414	0.5414	0.8486	-0.13
10000739	1185	0.7216	1.2303	1.9993	2.4025	-0.508
10000741	1972	0.8536	1.8299	2.1792	2.4543	0.217
10000742	1864	1.4556	2.7949	2.873	2.8605	0.042
10000743	2179	0.7169	2.4235	2.5903	3.1418	-0.321
10000744	2125	1.0659	1.612	2.6735	3.2828	-0.474
10000745	1243	0.034	1.1558	1.5204	1.7314	-0.3
10000746	2059	0.3424	1.0203	1.3662	1.915	-0.479
10000747	1427	0.7188	1.2331	1.9291	2.3469	1.799
10000750	1291	0.3838	1.8924	1.7286	2.0778	1.032
10000751	1345	-0.8413	0.3205	0.995	1.1871	-1.33
10000752	1742	0.4195	1.024	1.6553	2.5736	-1.12
10000753	9995	9999	9999	9999	9999	9999
10000754	2082	0.371	1.0356	1.9643	2.5291	1.145
10000756	1836	1.6576	2.7308	2.9265	3.3422	0.1844
10000757	1233	2.1993	3.3896	2.2137	3.4683	-0.39
10000759	2169	0.3129	0.7374	1.2464	1.6539	-1.13
10000761	1955	0.1447	1.7468	2.366	2.1078	9999
10000762	1415	0.3459	1.2183	1.8957	1.9086	0.0262
10000763	1676	0.4554	1.4263	2.3497	2.9262	0.4177
10000766	1498	1.2997	2.6598	3.1028	3.3954	-0.83
10000769	2289	1.1578	2.3832	2.8996	3.4586	-1.81
10000770	1533	0.7921	2.5579	2.4338	3.895	0.9428
10000774	2064	0.6394	1.7846	2.4542	2.392	-0.237
10000776	1200	0.8509	2.785	2.7222	3.242	0.0607
10000779	1821	0.0386	1.4322	2.4212	2.8417	0.0898
10000780	1328	0.2691	2.0668	2.3972	3.2326	0.7881
10000781	1151	0.2718	2.6082	3.072	3.2881	-0.697
10000784	1661	1.3697	3.1441	3.3925	3.2302	0.7732
10000785	1652	1.3661	2.2713	2.4117	3.5168	-1.16
10000787	1727	1.0284	1.7598	2.4628	2.355	-0.746
10000789	2146	0.4523	1.6855	2.5818	3.1746	9999
10000790	2009	9999	9999	9999	9999	0.7435
